-1.0461,0.12158,-0.090682,-0.088729,-0.073942
-0.9783,0.12004,-0.097226,-0.30467,-0.32262
-1.0057,0.13059,-0.11341,-0.54356,-0.58202
-1,0.13525,-0.12243,-0.71086,-0.76553
-0.97041,0.13697,-0.12924,-0.87282,-0.94772
-0.94759,0.13898,-0.13553,-1.0163,-1.108
-0.92072,0.13966,-0.13986,-1.1318,-1.2376
-0.89181,0.13939,-0.14266,-1.224,-1.3415
-0.86207,0.1384,-0.14427,-1.2964,-1.4233
-0.8323,0.13685,-0.1449,-1.3517,-1.486
-0.8026,0.13482,-0.1447,-1.3921,-1.5321
-0.77328,0.13241,-0.14381,-1.4196,-1.5638
-0.74454,0.12971,-0.14237,-1.4361,-1.5833
-0.71643,0.12678,-0.14048,-1.4434,-1.5926
-0.68898,0.12368,-0.13825,-1.4432,-1.5933
-0.66221,0.12045,-0.13574,-1.4366,-1.5869
-0.63611,0.11713,-0.13301,-1.4249,-1.5748
-0.61065,0.11377,-0.13015,-1.4092,-1.5583
-0.58587,0.11038,-0.12718,-1.3904,-1.5383
-0.56177,0.107,-0.12416,-1.369,-1.5154
-0.53839,0.10364,-0.1211,-1.3456,-1.4902
-0.51572,0.10033,-0.11803,-1.3207,-1.4633
-0.49375,0.097079,-0.11498,-1.2947,-1.4351
-0.47246,0.093892,-0.11197,-1.2681,-1.4061
-0.45181,0.090778,-0.10901,-1.2413,-1.3768
-0.43176,0.087739,-0.10612,-1.2146,-1.3477
-0.41227,0.084779,-0.10329,-1.1881,-1.3188
-0.39338,0.081902,-0.10055,-1.162,-1.2901
-0.37505,0.079107,-0.09787,-1.1362,-1.2618
-0.35728,0.076395,-0.095268,-1.1107,-1.2338
-0.34005,0.073764,-0.09274,-1.0857,-1.2062
-0.32335,0.071213,-0.090286,-1.0612,-1.1791
-0.30716,0.068743,-0.087906,-1.0372,-1.1525
-0.29147,0.066351,-0.085601,-1.0138,-1.1265
-0.27626,0.064036,-0.083366,-0.99089,-1.101
-0.26152,0.061792,-0.081197,-0.96846,-1.0759
-0.24723,0.059617,-0.079091,-0.9465,-1.0513
-0.23338,0.057509,-0.077044,-0.92498,-1.0271
-0.21994,0.055463,-0.075053,-0.90387,-1.0032
-0.20691,0.053478,-0.073115,-0.88314,-0.97977
-0.19427,0.05155,-0.071227,-0.86277,-0.95664
-0.182,0.049677,-0.069384,-0.84271,-0.93379
-0.17009,0.047855,-0.067585,-0.82294,-0.9112
-0.15853,0.04608,-0.065823,-0.80341,-0.88881
-0.14731,0.044351,-0.064097,-0.78407,-0.86657
-0.1364,0.042664,-0.062403,-0.76491,-0.84448
-0.1258,0.041019,-0.060741,-0.74594,-0.82253
-0.1155,0.039413,-0.059108,-0.72713,-0.80072
-0.10548,0.037845,-0.057503,-0.70848,-0.77903
-0.095735,0.036312,-0.055923,-0.68996,-0.75744
-0.086254,0.034811,-0.054365,-0.67153,-0.7359
-0.077025,0.033341,-0.052827,-0.65317,-0.71439
-0.068038,0.031899,-0.051304,-0.63482,-0.69285
-0.05928,0.030481,-0.049793,-0.61643,-0.67124
-0.050745,0.029087,-0.048292,-0.59799,-0.64951
-0.042424,0.027715,-0.046801,-0.5795,-0.62771
-0.034314,0.026365,-0.04532,-0.56098,-0.60584
-0.026408,0.025038,-0.043849,-0.54244,-0.58391
-0.018701,0.023731,-0.042386,-0.52388,-0.56192
-0.011188,0.022445,-0.040932,-0.50528,-0.53987
-0.0038641,0.021178,-0.039485,-0.48664,-0.51774
0.0032761,0.019929,-0.038043,-0.46793,-0.4955
0.010236,0.018696,-0.036604,-0.44912,-0.47313
0.017021,0.017479,-0.035165,-0.43018,-0.45059
0.023635,0.016275,-0.033725,-0.41107,-0.42784
0.030078,0.015084,-0.032282,-0.39179,-0.40488
0.036349,0.013908,-0.03084,-0.37238,-0.38175
0.042445,0.012748,-0.029397,-0.35284,-0.35846
0.048367,0.011602,-0.027956,-0.33318,-0.33503
0.054111,0.010473,-0.026515,-0.31342,-0.31146
0.059676,0.00936,-0.025075,-0.29354,-0.28773
0.065058,0.0082629,-0.023636,-0.27353,-0.26385
0.070257,0.0071817,-0.022196,-0.25339,-0.2398
0.075267,0.006116,-0.020754,-0.23307,-0.21554
0.080088,0.0050655,-0.019308,-0.21256,-0.19104
0.084714,0.0040297,-0.017859,-0.19182,-0.16628
0.089138,0.0030107,-0.016407,-0.17088,-0.14128
0.093351,0.0020098,-0.014953,-0.14977,-0.11607
0.097344,0.0010287,-0.013501,-0.1285,-0.090657
0.10111,6.8821e-05,-0.012049,-0.10707,-0.065055
0.10463,-0.00086867,-0.0106,-0.085487,-0.039264
0.10791,-0.0017824,-0.009154,-0.063754,-0.013282
0.11092,-0.0026717,-0.0077109,-0.041858,0.012902
0.11367,-0.0035356,-0.006271,-0.019787,0.039302
0.11614,-0.0043734,-0.004834,0.0024777,0.065942
0.11832,-0.0051844,-0.0033996,0.024955,0.092842
0.1202,-0.005966,-0.0019705,0.047618,0.11997
0.12176,-0.0067156,-0.00054907,0.070447,0.14732
0.12298,-0.0074314,0.00086323,0.093432,0.17486
0.12386,-0.0081112,0.0022645,0.11656,0.2026
0.12438,-0.008753,0.0036533,0.13983,0.23052
0.12452,-0.009355,0.0050281,0.16324,0.25863
0.12427,-0.0099155,0.0063876,0.18678,0.28693
0.12361,-0.010433,0.0077305,0.21045,0.3154
0.12254,-0.010905,0.0090548,0.23425,0.34405
0.12104,-0.011329,0.010358,0.25814,0.37285
0.11908,-0.011703,0.011636,0.28211,0.40178
0.11667,-0.012023,0.012888,0.30613,0.4308
0.11377,-0.012289,0.01411,0.33018,0.4599
0.11038,-0.012497,0.0153,0.35424,0.48906
0.1065,-0.012647,0.016456,0.3783,0.51825
0.10211,-0.012736,0.017575,0.40233,0.54747
0.097202,-0.012765,0.018655,0.42631,0.57667
0.091778,-0.012729,0.019693,0.4502,0.60582
0.085825,-0.012628,0.020685,0.47396,0.63487
0.079338,-0.012459,0.021628,0.49754,0.66376
0.072316,-0.012222,0.022516,0.5209,0.69245
0.064764,-0.011915,0.023349,0.54398,0.72088
0.056688,-0.011539,0.024123,0.56675,0.74899
0.048102,-0.011093,0.024835,0.58916,0.77675
0.039027,-0.010581,0.025486,0.61118,0.8041
0.029465,-0.0099985,0.026066,0.63271,0.83095
0.019455,-0.0093512,0.026581,0.65375,0.85727
0.0090159,-0.0086399,0.027025,0.67424,0.88299
-0.0018268,-0.0078648,0.027395,0.69406,0.90799
-0.01304,-0.0070282,0.027687,0.71314,0.93218
-0.02458,-0.0061349,0.027903,0.73147,0.95553
-0.036406,-0.005188,0.028041,0.74896,0.97794
-0.04847,-0.0041919,0.028102,0.76557,0.99935
-0.060718,-0.0031504,0.028082,0.78119,1.0196
-0.073091,-0.0020706,0.027985,0.79581,1.0388
-0.085531,-0.00095853,0.027814,0.8094,1.0567
-0.097983,0.00018111,0.027567,0.82188,1.0734
-0.11037,0.0013413,0.027248,0.8332,1.0887
-0.12264,0.0025141,0.02686,0.84333,1.1027
-0.1347,0.0036925,0.026406,0.85224,1.1151
-0.1465,0.0048695,0.02589,0.8599,1.1261
-0.15796,0.0060376,0.025315,0.86626,1.1356
-0.16902,0.0071889,0.024688,0.87137,1.1435
-0.17963,0.0083165,0.024015,0.87522,1.1499
-0.18971,0.0094129,0.023302,0.87782,1.1548
-0.19922,0.010471,0.022555,0.87921,1.1582
-0.20809,0.011484,0.021782,0.87941,1.1602
-0.21629,0.012446,0.020988,0.87847,1.1607
-0.22376,0.013349,0.020181,0.87644,1.1599
-0.23047,0.014189,0.019371,0.87339,1.1578
-0.23638,0.01496,0.018563,0.86939,1.1545
-0.24147,0.015658,0.017766,0.86453,1.15
-0.24573,0.016278,0.016985,0.85888,1.1446
-0.24914,0.01682,0.016228,0.85254,1.1382
-0.25172,0.01728,0.0155,0.84559,1.1309
-0.25347,0.017659,0.014807,0.83812,1.123
-0.2544,0.017955,0.014155,0.83025,1.1145
-0.25453,0.018167,0.013549,0.82206,1.1055
-0.25388,0.018297,0.012993,0.81368,1.0961
-0.25249,0.018345,0.012492,0.8052,1.0865
-0.25039,0.018313,0.012049,0.79671,1.0768
-0.24761,0.018204,0.011667,0.78831,1.0671
-0.24421,0.018021,0.011348,0.78008,1.0575
-0.24022,0.017767,0.011092,0.7721,1.0481
-0.2357,0.017446,0.010902,0.76446,1.039
-0.23071,0.017063,0.010775,0.75721,1.0303
-0.22529,0.016621,0.010714,0.75043,1.022
-0.21949,0.016127,0.010717,0.74417,1.0143
-0.21339,0.015584,0.010782,0.73849,1.0072
-0.20703,0.014999,0.010908,0.73343,1.0008
-0.20047,0.014378,0.011092,0.72902,0.99505
-0.19377,0.013725,0.011333,0.72531,0.99013
-0.18698,0.013047,0.011627,0.72232,0.98601
-0.18016,0.012349,0.011972,0.72007,0.98274
-0.17335,0.011635,0.012365,0.71857,0.98034
-0.1666,0.010911,0.012802,0.71784,0.97883
-0.15996,0.010183,0.013279,0.71788,0.97821
-0.15347,0.0094553,0.013792,0.71867,0.97849
-0.14717,0.0087332,0.014338,0.72021,0.97966
-0.14112,0.0080221,0.014913,0.72249,0.98172
-0.13535,0.0073272,0.015512,0.7255,0.98466
-0.1299,0.0066531,0.016131,0.72922,0.98847
-0.12481,0.0060044,0.016766,0.73364,0.99313
-0.12011,0.0053852,0.017413,0.73872,0.99863
-0.11582,0.0047994,0.018068,0.74444,1.0049
-0.11197,0.0042506,0.018727,0.75077,1.012
-0.10858,0.003742,0.019386,0.75767,1.0198
-0.10567,0.0032767,0.02004,0.76509,1.0282
-0.10325,0.0028572,0.020686,0.77299,1.0373
-0.10135,0.0024862,0.021323,0.78137,1.047
-0.099967,0.0021663,0.021941,0.79012,1.0573
-0.099115,0.0018999,0.02254,0.79924,1.068
-0.098803,0.0016884,0.023116,0.80868,1.0792
-0.099031,0.0015331,0.023666,0.81838,1.0908
-0.099798,0.0014348,0.024187,0.82831,1.1027
-0.1011,0.0013939,0.024676,0.83841,1.1149
-0.10291,0.0014104,0.02513,0.84862,1.1273
-0.10524,0.0014842,0.025547,0.8589,1.1399
-0.10807,0.0016148,0.025924,0.86919,1.1526
-0.11137,0.0018015,0.026258,0.87943,1.1653
-0.11513,0.002043,0.026549,0.88957,1.1779
-0.11933,0.0023376,0.026793,0.89955,1.1904
-0.12392,0.002683,0.02699,0.90933,1.2028
-0.12889,0.0030767,0.027139,0.91884,1.2149
-0.13419,0.0035155,0.027241,0.92805,1.2267
-0.13981,0.0039965,0.027295,0.93695,1.2382
